set,index,k,QQ,xB,t,phi,F,sigmaF,errF,F1,F2,ReH,ReE,ReHtilde,dvcs
25,12,7.383,3.18,0.364,-0.58578,187.5,0.00445,0.00023,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25,13,7.383,3.18,0.364,-0.58578,202.5,0.00447,0.00023,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25,14,7.383,3.18,0.364,-0.58578,217.5,0.0049,0.00024,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25,15,7.383,3.18,0.364,-0.58578,232.5,0.00484,0.00025,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25,16,7.383,3.18,0.364,-0.58578,247.5,0.00532,0.00028,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25,17,7.383,3.18,0.364,-0.58578,262.5,0.00637,0.00031,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25,18,7.383,3.18,0.364,-0.58578,277.5,0.00725,0.00036,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25,19,7.383,3.18,0.364,-0.58578,292.5,0.00945,0.00044,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25,20,7.383,3.18,0.364,-0.58578,307.5,0.01178,0.00058,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25,21,7.383,3.18,0.364,-0.58578,322.5,0.01663,0.0008,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25,22,7.383,3.18,0.364,-0.58578,337.5,0.0217,0.00113,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
25,23,7.383,3.18,0.364,-0.58578,352.5,0.03067,0.00145,0.05,0.37109,0.47247,-2.19712,1.40402,0.45311,0.00274
26,0,8.521,3.65,0.367,-0.20459,7.5,0.02835,0.0013,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,1,8.521,3.65,0.367,-0.20459,22.5,0.02544,0.00127,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,2,8.521,3.65,0.367,-0.20459,37.5,0.02396,0.0012,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,3,8.521,3.65,0.367,-0.20459,52.5,0.02274,0.00112,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,4,8.521,3.65,0.367,-0.20459,67.5,0.02133,0.00103,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,5,8.521,3.65,0.367,-0.20459,82.5,0.01976,0.00094,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,6,8.521,3.65,0.367,-0.20459,97.5,0.01565,0.00086,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,7,8.521,3.65,0.367,-0.20459,112.5,0.01783,0.0008,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,8,8.521,3.65,0.367,-0.20459,127.5,0.01542,0.00074,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,9,8.521,3.65,0.367,-0.20459,142.5,0.01318,0.0007,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,10,8.521,3.65,0.367,-0.20459,157.5,0.01403,0.00068,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,11,8.521,3.65,0.367,-0.20459,172.5,0.01269,0.00067,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,12,8.521,3.65,0.367,-0.20459,187.5,0.01284,0.00067,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,13,8.521,3.65,0.367,-0.20459,202.5,0.01322,0.00068,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,14,8.521,3.65,0.367,-0.20459,217.5,0.01402,0.0007,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,15,8.521,3.65,0.367,-0.20459,232.5,0.01583,0.00074,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,16,8.521,3.65,0.367,-0.20459,247.5,0.01594,0.0008,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,17,8.521,3.65,0.367,-0.20459,262.5,0.01802,0.00086,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,18,8.521,3.65,0.367,-0.20459,277.5,0.01793,0.00094,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,19,8.521,3.65,0.367,-0.20459,292.5,0.01985,0.00103,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,20,8.521,3.65,0.367,-0.20459,307.5,0.02085,0.00112,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,21,8.521,3.65,0.367,-0.20459,322.5,0.0259,0.0012,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,22,8.521,3.65,0.367,-0.20459,337.5,0.02406,0.00127,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
26,23,8.521,3.65,0.367,-0.20459,352.5,0.02334,0.0013,0.05,0.64361,1.00847,-2.4905,2.12566,1.26632,0.00367
27,0,8.521,3.65,0.367,-0.26579,7.5,0.02545,0.00129,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,1,8.521,3.65,0.367,-0.26579,22.5,0.02441,0.00122,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,2,8.521,3.65,0.367,-0.26579,37.5,0.02223,0.00111,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,3,8.521,3.65,0.367,-0.26579,52.5,0.02181,0.00098,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,4,8.521,3.65,0.367,-0.26579,67.5,0.01677,0.00086,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,5,8.521,3.65,0.367,-0.26579,82.5,0.01403,0.00075,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,6,8.521,3.65,0.367,-0.26579,97.5,0.01421,0.00066,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,7,8.521,3.65,0.367,-0.26579,112.5,0.01208,0.0006,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,8,8.521,3.65,0.367,-0.26579,127.5,0.01091,0.00055,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,9,8.521,3.65,0.367,-0.26579,142.5,0.01089,0.00051,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,10,8.521,3.65,0.367,-0.26579,157.5,0.00945,0.00049,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,11,8.521,3.65,0.367,-0.26579,172.5,0.00923,0.00048,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,12,8.521,3.65,0.367,-0.26579,187.5,0.00902,0.00048,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,13,8.521,3.65,0.367,-0.26579,202.5,0.00918,0.00049,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,14,8.521,3.65,0.367,-0.26579,217.5,0.01014,0.00051,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,15,8.521,3.65,0.367,-0.26579,232.5,0.01109,0.00055,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,16,8.521,3.65,0.367,-0.26579,247.5,0.01171,0.0006,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,17,8.521,3.65,0.367,-0.26579,262.5,0.01217,0.00066,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,18,8.521,3.65,0.367,-0.26579,277.5,0.0154,0.00075,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,19,8.521,3.65,0.367,-0.26579,292.5,0.01765,0.00086,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,20,8.521,3.65,0.367,-0.26579,307.5,0.01857,0.00098,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,21,8.521,3.65,0.367,-0.26579,322.5,0.02265,0.00111,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,22,8.521,3.65,0.367,-0.26579,337.5,0.02549,0.00122,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
27,23,8.521,3.65,0.367,-0.26579,352.5,0.02587,0.00129,0.05,0.57973,0.87423,-2.47617,1.97669,1.08222,0.00321
28,0,8.521,3.67,0.369,-0.33034,7.5,0.02295,0.00113,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,1,8.521,3.67,0.369,-0.33034,22.5,0.02038,0.00105,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,2,8.521,3.67,0.369,-0.33034,37.5,0.01827,0.00092,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,3,8.521,3.67,0.369,-0.33034,52.5,0.01603,0.00079,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,4,8.521,3.67,0.369,-0.33034,67.5,0.01419,0.00067,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,5,8.521,3.67,0.369,-0.33034,82.5,0.011,0.00057,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,6,8.521,3.67,0.369,-0.33034,97.5,0.00981,0.0005,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,7,8.521,3.67,0.369,-0.33034,112.5,0.00902,0.00044,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,8,8.521,3.67,0.369,-0.33034,127.5,0.00861,0.00041,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,9,8.521,3.67,0.369,-0.33034,142.5,0.00719,0.00038,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,10,8.521,3.67,0.369,-0.33034,157.5,0.0072,0.00036,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,11,8.521,3.67,0.369,-0.33034,172.5,0.00743,0.00036,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,12,8.521,3.67,0.369,-0.33034,187.5,0.00676,0.00036,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,13,8.521,3.67,0.369,-0.33034,202.5,0.00675,0.00036,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,14,8.521,3.67,0.369,-0.33034,217.5,0.00786,0.00038,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,15,8.521,3.67,0.369,-0.33034,232.5,0.00828,0.00041,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,16,8.521,3.67,0.369,-0.33034,247.5,0.0095,0.00044,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,17,8.521,3.67,0.369,-0.33034,262.5,0.01021,0.0005,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,18,8.521,3.67,0.369,-0.33034,277.5,0.01131,0.00057,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,19,8.521,3.67,0.369,-0.33034,292.5,0.01478,0.00067,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,20,8.521,3.67,0.369,-0.33034,307.5,0.01662,0.00079,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,21,8.521,3.67,0.369,-0.33034,322.5,0.01846,0.00092,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,22,8.521,3.67,0.369,-0.33034,337.5,0.01952,0.00105,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
28,23,8.521,3.67,0.369,-0.33034,352.5,0.02316,0.00113,0.05,0.52362,0.75988,-2.43193,1.83592,0.91456,0.00279
29,0,8.521,3.68,0.37,-0.39252,7.5,0.02075,0.001,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,1,8.521,3.68,0.37,-0.39252,22.5,0.01883,0.00091,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,2,8.521,3.68,0.37,-0.39252,37.5,0.01347,0.00077,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,3,8.521,3.68,0.37,-0.39252,52.5,0.01392,0.00064,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,4,8.521,3.68,0.37,-0.39252,67.5,0.00996,0.00053,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,5,8.521,3.68,0.37,-0.39252,82.5,0.00979,0.00045,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,6,8.521,3.68,0.37,-0.39252,97.5,0.00743,0.00039,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,7,8.521,3.68,0.37,-0.39252,112.5,0.00707,0.00035,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,8,8.521,3.68,0.37,-0.39252,127.5,0.00656,0.00032,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,9,8.521,3.68,0.37,-0.39252,142.5,0.00611,0.0003,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,10,8.521,3.68,0.37,-0.39252,157.5,0.0056,0.00028,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,11,8.521,3.68,0.37,-0.39252,172.5,0.00588,0.00028,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,12,8.521,3.68,0.37,-0.39252,187.5,0.00545,0.00028,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,13,8.521,3.68,0.37,-0.39252,202.5,0.0054,0.00028,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,14,8.521,3.68,0.37,-0.39252,217.5,0.00593,0.0003,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,15,8.521,3.68,0.37,-0.39252,232.5,0.00642,0.00032,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,16,8.521,3.68,0.37,-0.39252,247.5,0.00743,0.00035,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,17,8.521,3.68,0.37,-0.39252,262.5,0.00848,0.00039,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,18,8.521,3.68,0.37,-0.39252,277.5,0.00897,0.00045,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,19,8.521,3.68,0.37,-0.39252,292.5,0.01021,0.00053,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,20,8.521,3.68,0.37,-0.39252,307.5,0.01225,0.00064,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,21,8.521,3.68,0.37,-0.39252,322.5,0.01689,0.00077,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,22,8.521,3.68,0.37,-0.39252,337.5,0.01692,0.00091,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
29,23,8.521,3.68,0.37,-0.39252,352.5,0.02059,0.001,0.05,0.47788,0.66972,-2.37858,1.71407,0.77772,0.00247
30,0,8.521,3.68,0.37,-0.48052,7.5,0.01696,0.00088,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,1,8.521,3.68,0.37,-0.48052,22.5,0.01428,0.00077,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,2,8.521,3.68,0.37,-0.48052,37.5,0.01343,0.00062,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,3,8.521,3.68,0.37,-0.48052,52.5,0.00971,0.00049,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,4,8.521,3.68,0.37,-0.48052,67.5,0.00881,0.0004,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,5,8.521,3.68,0.37,-0.48052,82.5,0.00653,0.00033,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,6,8.521,3.68,0.37,-0.48052,97.5,0.00612,0.00029,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,7,8.521,3.68,0.37,-0.48052,112.5,0.00529,0.00026,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,8,8.521,3.68,0.37,-0.48052,127.5,0.00412,0.00024,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,9,8.521,3.68,0.37,-0.48052,142.5,0.00455,0.00022,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,10,8.521,3.68,0.37,-0.48052,157.5,0.00422,0.00021,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,11,8.521,3.68,0.37,-0.48052,172.5,0.00407,0.00021,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,12,8.521,3.68,0.37,-0.48052,187.5,0.00444,0.00021,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,13,8.521,3.68,0.37,-0.48052,202.5,0.00445,0.00021,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,14,8.521,3.68,0.37,-0.48052,217.5,0.00461,0.00022,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,15,8.521,3.68,0.37,-0.48052,232.5,0.00452,0.00024,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,16,8.521,3.68,0.37,-0.48052,247.5,0.00551,0.00026,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,17,8.521,3.68,0.37,-0.48052,262.5,0.00543,0.00029,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,18,8.521,3.68,0.37,-0.48052,277.5,0.00647,0.00033,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,19,8.521,3.68,0.37,-0.48052,292.5,0.00792,0.0004,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,20,8.521,3.68,0.37,-0.48052,307.5,0.0092,0.00049,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,21,8.521,3.68,0.37,-0.48052,322.5,0.01275,0.00062,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,22,8.521,3.68,0.37,-0.48052,337.5,0.01616,0.00077,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
30,23,8.521,3.68,0.37,-0.48052,352.5,0.01683,0.00088,0.05,0.42372,0.56714,-2.29327,1.56134,0.61498,0.00213
31,0,10.591,4.53,0.369,-0.20942,7.5,0.01572,0.00072,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,1,10.591,4.53,0.369,-0.20942,22.5,0.0143,0.0007,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,2,10.591,4.53,0.369,-0.20942,37.5,0.01382,0.00067,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,3,10.591,4.53,0.369,-0.20942,52.5,0.01265,0.00063,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,4,10.591,4.53,0.369,-0.20942,67.5,0.01241,0.00059,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,5,10.591,4.53,0.369,-0.20942,82.5,0.01181,0.00054,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,6,10.591,4.53,0.369,-0.20942,97.5,0.00987,0.0005,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,7,10.591,4.53,0.369,-0.20942,112.5,0.00923,0.00047,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,8,10.591,4.53,0.369,-0.20942,127.5,0.00912,0.00044,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,9,10.591,4.53,0.369,-0.20942,142.5,0.00886,0.00042,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,10,10.591,4.53,0.369,-0.20942,157.5,0.00786,0.0004,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,11,10.591,4.53,0.369,-0.20942,172.5,0.00744,0.0004,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,12,10.591,4.53,0.369,-0.20942,187.5,0.00898,0.0004,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,13,10.591,4.53,0.369,-0.20942,202.5,0.00792,0.0004,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,14,10.591,4.53,0.369,-0.20942,217.5,0.00856,0.00042,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,15,10.591,4.53,0.369,-0.20942,232.5,0.00862,0.00044,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,16,10.591,4.53,0.369,-0.20942,247.5,0.00849,0.00047,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,17,10.591,4.53,0.369,-0.20942,262.5,0.01019,0.0005,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,18,10.591,4.53,0.369,-0.20942,277.5,0.01064,0.00054,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,19,10.591,4.53,0.369,-0.20942,292.5,0.01253,0.00059,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,20,10.591,4.53,0.369,-0.20942,307.5,0.01302,0.00063,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,21,10.591,4.53,0.369,-0.20942,322.5,0.01357,0.00067,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,22,10.591,4.53,0.369,-0.20942,337.5,0.01428,0.0007,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
31,23,10.591,4.53,0.369,-0.20942,352.5,0.01442,0.00072,0.05,0.63811,0.99677,-2.48367,2.1133,1.25206,0.00195
32,0,10.591,4.55,0.37,-0.27194,7.5,0.0126,0.00068,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,1,10.591,4.55,0.37,-0.27194,22.5,0.01419,0.00065,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,2,10.591,4.55,0.37,-0.27194,37.5,0.01291,0.0006,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,3,10.591,4.55,0.37,-0.27194,52.5,0.01031,0.00054,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,4,10.591,4.55,0.37,-0.27194,67.5,0.01012,0.00048,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,5,10.591,4.55,0.37,-0.27194,82.5,0.00832,0.00043,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,6,10.591,4.55,0.37,-0.27194,97.5,0.0073,0.00038,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,7,10.591,4.55,0.37,-0.27194,112.5,0.00709,0.00035,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,8,10.591,4.55,0.37,-0.27194,127.5,0.00635,0.00032,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,9,10.591,4.55,0.37,-0.27194,142.5,0.0061,0.0003,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,10,10.591,4.55,0.37,-0.27194,157.5,0.00622,0.00029,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,11,10.591,4.55,0.37,-0.27194,172.5,0.00542,0.00028,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,12,10.591,4.55,0.37,-0.27194,187.5,0.00505,0.00028,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,13,10.591,4.55,0.37,-0.27194,202.5,0.00583,0.00029,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,14,10.591,4.55,0.37,-0.27194,217.5,0.00665,0.0003,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,15,10.591,4.55,0.37,-0.27194,232.5,0.00649,0.00032,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,16,10.591,4.55,0.37,-0.27194,247.5,0.00728,0.00035,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,17,10.591,4.55,0.37,-0.27194,262.5,0.0073,0.00038,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,18,10.591,4.55,0.37,-0.27194,277.5,0.00849,0.00043,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,19,10.591,4.55,0.37,-0.27194,292.5,0.00985,0.00048,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,20,10.591,4.55,0.37,-0.27194,307.5,0.01052,0.00054,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,21,10.591,4.55,0.37,-0.27194,322.5,0.01196,0.0006,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,22,10.591,4.55,0.37,-0.27194,337.5,0.01158,0.00065,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
32,23,10.591,4.55,0.37,-0.27194,352.5,0.01439,0.00068,0.05,0.57394,0.86225,-2.46313,1.96259,1.06372,0.00168
33,0,10.591,4.57,0.372,-0.33557,7.5,0.01233,0.00058,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,1,10.591,4.57,0.372,-0.33557,22.5,0.00999,0.00055,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,2,10.591,4.57,0.372,-0.33557,37.5,0.01024,0.00049,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,3,10.591,4.57,0.372,-0.33557,52.5,0.00852,0.00043,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,4,10.591,4.57,0.372,-0.33557,67.5,0.00743,0.00037,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,5,10.591,4.57,0.372,-0.33557,82.5,0.00652,0.00033,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,6,10.591,4.57,0.372,-0.33557,97.5,0.00559,0.00029,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,7,10.591,4.57,0.372,-0.33557,112.5,0.00506,0.00026,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,8,10.591,4.57,0.372,-0.33557,127.5,0.00492,0.00024,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,9,10.591,4.57,0.372,-0.33557,142.5,0.00456,0.00022,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,10,10.591,4.57,0.372,-0.33557,157.5,0.00432,0.00022,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,11,10.591,4.57,0.372,-0.33557,172.5,0.00457,0.00021,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,12,10.591,4.57,0.372,-0.33557,187.5,0.00437,0.00021,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,13,10.591,4.57,0.372,-0.33557,202.5,0.0044,0.00022,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,14,10.591,4.57,0.372,-0.33557,217.5,0.00452,0.00022,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
33,15,10.591,4.57,0.372,-0.33557,232.5,0.00442,0.00024,0.05,0.51949,0.75161,-2.41794,1.82518,0.9029,0.00147
